timestamp,value
2024-11-19T19:04:00.060880,50
2024-11-19T19:05:00.114661,50
2024-11-28T14:28:28.532420,64.2
2024-11-29T12:38:24.378268,64.6857142857143
2024-11-29T13:14:10.855968,64.6857142857143
